"STUDY_ID","GROUP","ABUNDANCE","TAXON","PLOT","MONTH","YEAR","REGION","LEPIDOPTERA_FAMILY","LEPIDOPTERA_SUPERFAMILY"
"WAGNER_et_al_2021","Lepidoptera",7,"eois viridiflava","YBSR",3,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"erebidae","YBSR",3,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"erebidae - 80s shag arctiid","YBSR",3,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",5,"erebidae - chunky fuzz","YBSR",3,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - dark green stubbled","YBSR",3,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"gamelia neidhoeferi","YBSR",3,2013,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",21,"gamelia sp8","YBSR",3,2013,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",8,"geometridae","YBSR",3,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - anteojos flechas marrones en la espalda","YBSR",3,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",74,"geometridae - anteojos verde limon helecho","YBSR",3,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - cafe cabezon piper","YBSR",3,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - cafe cola larga urti","YBSR",3,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - cafe corazon negro en la espalda","YBSR",3,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - cafe delgado helecho","YBSR",3,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - orejas de gato","YBSR",3,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - verde limon helecho","YBSR",3,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - white barred twister","YBSR",3,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",14,"halysidota atra","YBSR",3,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"holophaea endoleuca","YBSR",3,2013,"Americas","Tineodidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"hypena sp6","YBSR",3,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"hypena sp7","YBSR",3,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"lasiocampidae - brown frosty","YBSR",3,2013,"Americas","Lasiocampidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"lophocampa andensis","YBSR",3,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"lycaenidae","YBSR",3,2013,"Americas","Lycaenidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae","YBSR",3,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - black velvet monochaetum","YBSR",3,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - green bombycid type","YBSR",3,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - humpy brown","YBSR",3,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - red white thoracic lines","YBSR",3,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"notodontidae","YBSR",3,2013,"Americas","Notodontidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"notodontidae - mentira de rafaelito","YBSR",3,2013,"Americas","Notodontidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"nymphalidae","YBSR",3,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"nymphalidae - lime devil satyr","YBSR",3,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"nymphalidae - tree solanum ithomiine","YBSR",3,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"paradirphia sp3","YBSR",3,2013,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"phaegoptera decrepidoides","YBSR",3,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",6,"psaliodes sp","YBSR",3,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",10,"pyralidae","YBSR",3,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"pyralidae - anillos amarillos helecho","YBSR",3,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",20,"pyralidae - cabeza naranja pecoso","YBSR",3,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"pyralidae - cabeza plana anillos amarillos","YBSR",3,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"pyralidae - limy yellow lizard","YBSR",3,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - verde 2 puntos negros en el cuello","YBSR",3,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",6,"pyralidae - verde cabeza amarilla helecho","YBSR",3,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",9,"pyralidae - verde cabeza plana bordes negros","YBSR",3,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - verde cabeza w alchornea","YBSR",3,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - verde limon","YBSR",3,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - verde pecoso cyclantacea","YBSR",3,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"pyralidae - verde pecoso gunnera","YBSR",3,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"saturniidae - automeris abdominalis","YBSR",3,2013,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"saturniidae - espiraculos blancos espinas cortas","YBSR",3,2013,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"saurita nr mosca","YBSR",3,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",31,"actinote desmiala","YBSR",5,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",4,"actinote diceus","YBSR",5,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",2,"actinote stratonice","YBSR",5,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"amastus coccinator","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"amastus nr hyalina","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"apatelodidae - head light","YBSR",5,2013,"Americas","Phiditiidae","Other"
"WAGNER_et_al_2021","Lepidoptera",6,"automeris abdominalis","YBSR",5,2013,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"bertholdia partita","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"choreutidae","YBSR",5,2013,"Americas","Choreutidae","Other"
"WAGNER_et_al_2021","Lepidoptera",27,"choreutidae - urti choreutid","YBSR",5,2013,"Americas","Choreutidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"corades medeba columbina","YBSR",5,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"dion carmenta","YBSR",5,2013,"Americas","Lycaenidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",4,"eois olivacea","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",5,"erebidae","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"erebidae - 80s shag arctiid","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - amarillento puntos blancos","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"erebidae - chunky fuzz","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"erebidae - discoball","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - negro con la espalda color tomate","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - negro espin helecho","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - negro espinas amarillas gunnera","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - verde linea marron chusquea","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"eryphanis greeneyi","YBSR",5,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",27,"gamelia neidhoeferi","YBSR",5,2013,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",11,"geometridae","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - anteojos flechas marrones en la espalda","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - anteojos verde limon helecho","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - black bird poop","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - cafe 8 puntos blancos en la espalda","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - cafe cachos peque_os en la espalda","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - cafe cola manchas negras gunera","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - crema mancha blanca en a cola","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - geo green brown","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - linea blanca en la espalda chusquea","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - linea marron en la espalda","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - palo cafe delgado cyclantha","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"geometridae - verde largo sapium","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",11,"geometridae - verde limon cabeza negra helecho","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"geometridae - verde limon helecho","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - verde olas cafes en la espalda","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - verde puntos negros alos lados","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",41,"halysidota atra","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"heliconius sp","YBSR",5,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"hesperiidae - cabeza blanca acorazonada manchas negras","YBSR",5,2013,"Americas","Hesperiidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",2,"hesperiidae - verde cabeza negra acorazonada","YBSR",5,2013,"Americas","Hesperiidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"hypanartia lethe","YBSR",5,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"hypanartia sp3","YBSR",5,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",31,"lophocampa distincta","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"lycaenidae - cordillera de los andes rayos de sol","YBSR",5,2013,"Americas","Lycaenidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",4,"lycaenidae - verde linea marron el la espalda lycaed","YBSR",5,2013,"Americas","Lycaenidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"macara alydda","YBSR",5,2013,"Americas","Riodinidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"melinodes glomeraria","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"noctuidae","YBSR",5,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - brown ring green stripe","YBSR",5,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",8,"noctuidae - flechas marrones en la espalda","YBSR",5,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",14,"noctuidae - green bombycid type","YBSR",5,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"noctuidae - green bombycid type cabeza naranja","YBSR",5,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"noctuidae - humpy brown","YBSR",5,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - noctuid quebrado","YBSR",5,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - spangled fruitworm type","YBSR",5,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - verde patas largas helecho","YBSR",5,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",5,"notodontidae - scorpion rojo","YBSR",5,2013,"Americas","Notodontidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"nymphalidae","YBSR",5,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"nymphalidae - lime devil satyr","YBSR",5,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"oxydia platypterata","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"pelochyta gandolfii","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pentobesa poecila","YBSR",5,2013,"Americas","Notodontidae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"phaegoptera decrepidoides","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"psaliodes intersecta","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"psaliodes sp","YBSR",5,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",13,"pyralidae","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"pyralidae - anillos amarillos helecho","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - cabeza naranja cuello negro","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",68,"pyralidae - cabeza naranja pecoso","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - cabeza negra gunnera","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - masked orange head lizard","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - rayas moradas en la espalda tibouchina","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - verde anillos amarillos aster","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - verde cabeza amarilla aster","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - verde cabeza amarilla helecho","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"pyralidae - verde cabeza negra helecho","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - verde cabeza negra rubus","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",23,"pyralidae - verde cabeza plana bordes negros","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"pyralidae - verde gordito pecoso","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",9,"pyralidae - verde limon pecoso","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - verde pecoso cabeza blanca aster","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - verde pecoso cabeza blanca gunnera","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - verde pecoso gunnera","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",7,"pyralidae - verde pecoso lauracea","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - verde rayas marrones en la espalda lamiacea","YBSR",5,2013,"Americas","Pyralidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"rhuda aff dificilis","YBSR",5,2013,"Americas","Notodontidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"saturniidae","YBSR",5,2013,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",20,"saturniidae - espiraculos naranjas espinas largas","YBSR",5,2013,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"saturniidae - jaguar azul","YBSR",5,2013,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"saurita nr mosca","YBSR",5,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"scoturopsis coras","YBSR",5,2013,"Americas","Notodontidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"actinote desmiala","YBSR",6,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"actinote diceus","YBSR",6,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",5,"actinote stratonice","YBSR",6,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"amastus persimilis","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"anomis picta","YBSR",6,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"antichloris ornata","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"antiotricha furonia","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"automeris abdominalis","YBSR",6,2013,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",5,"bertholdia partita","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"choreutidae","YBSR",6,2013,"Americas","Choreutidae","Other"
"WAGNER_et_al_2021","Lepidoptera",25,"choreutidae - urti choreutid","YBSR",6,2013,"Americas","Choreutidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"corades medeba columbina","YBSR",6,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"cyanopepla buckleyi","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"dion carmenta","YBSR",6,2013,"Americas","Lycaenidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"eois encina","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eois ignefumata","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",55,"eois nr olivacea","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"eois nr venilata","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",93,"eois olivacea","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"eois quadrilatera","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",117,"eois sp","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",194,"erebidae","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"erebidae - 80s shag arctiid","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - arctiid blanco cabeza grande","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - arctiid helecho cafe","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - brochas puntos blancos","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - dark green stubbled","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - laterales amarillas adelante y atras","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"erebidae - lime lizard","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - negro con la espalda color tomate","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"erebidae - soft browny yellow tuft","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"eryphanis greeneyi","YBSR",6,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",12,"gamelia neidhoeferi","YBSR",6,2013,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",95,"geometridae","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"geometridae - anteojos flechas marrones en la espalda","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",6,"geometridae - anteojos verde limon helecho","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - cafe feo linea blanca en la cola","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",8,"geometridae - linea marron en la espalda","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - palito grueso chusquea","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - tibouchina greentop","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"geometridae - verde cabeza negra helecho","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - verde cabeza negra redonda","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",10,"geometridae - verde limon cabeza negra helecho","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - verde limon helecho","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"geometridae - verde puntos negros","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"halysidota atra","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"hesperiidae","YBSR",6,2013,"Americas","Hesperiidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",4,"hesperiidae - verde cabeza negra acorazonada","YBSR",6,2013,"Americas","Hesperiidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",1,"hypanartia sp10","YBSR",6,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",2,"lophocampa andensis","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",72,"lophocampa distincta","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"lophocampa griseidorsata","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"macara alydda","YBSR",6,2013,"Americas","Riodinidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",5,"noctuidae","YBSR",6,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - flechas marrones en la espalda","YBSR",6,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"noctuidae - green bombycid type","YBSR",6,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - red white thoracic lines","YBSR",6,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"noctuidae - swollen necked brownie","YBSR",6,2013,"Americas","Noctuidae","Other"
"WAGNER_et_al_2021","Lepidoptera",11,"nymphalidae","YBSR",6,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",70,"nymphalidae - actinote clamatis","YBSR",6,2013,"Americas","Nymphalidae","Papilionoidea"
"WAGNER_et_al_2021","Lepidoptera",5,"pantherodes sp5","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"paradirphia sp16","YBSR",6,2013,"Americas","Saturniidae","Other"
"WAGNER_et_al_2021","Lepidoptera",4,"pelochyta gandolfii","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",6,"phaegoptera decrepidoides","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",2,"praeamastus minerva","YBSR",6,2013,"Americas","Erebidae","Other"
"WAGNER_et_al_2021","Lepidoptera",3,"psaliodes sp","YBSR",6,2013,"Americas","Geometridae","Other"
"WAGNER_et_al_2021","Lepidoptera",1,"pyralidae - amarillo cebra psammisia","YBSR",6,2013,"Americas","Pyralidae","Other"
